w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,label
0.845827579498291,0.0,0.5299077033996582,0.0,0.0,0.005744278430938721,6.020009517669678,0.0,0.0,0.0,3.098325490951538,0.2636735737323761,0.0,0.0,0.035492658615112305,2.8912429809570312,0.4521912932395935,0.0,0.0,2.926758289337158,3.4957311153411865,0.0,0.0,0.9343952536582947,3.4208121299743652,0.0,0.0,1.9742732048034668,1.633568525314331,0.0,2.7355740070343018,1.011989712715149,0.0,0.0,5.070593357086182,2.1976206302642822,0.0,0.0,0.0,0.5262722969055176,1.760427474975586,1.5240612030029297,0.0,0.0,0.0,0.0,0.35276737809181213,0.9287934899330139,0.746691107749939,0.0,3.442307233810425,0.0,2.557811737060547,0.0,0.0,2.4532861709594727,0.0,0.0,0.0,2.117807149887085,3.275861978530884,3.1446895599365234,0.0,1.012627124786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0968449115753174,0.0,0.0,0.0,0.6275718212127686,0.0,0.0,1.6031098365783691,0.10023633390665054,0.0,0.0,0.14335966110229492,0.0,0.0,0.0,0.5107511878013611,0.0,0.0,0.0,1.962506651878357,0.0,1.2862882614135742,0.24289719760417938,0.0,0.6326637268066406,0.0,1.422638177871704,0.0,1.9384480714797974,0.0,0.0,0.0,0.0,1.877610206604004,0.11827869713306427,0.4360956847667694,0.0,1.7459089756011963,0.7562360763549805,1.2337552309036255,0.0,0.7418050765991211,0.0,0.37095385789871216,0.0,0.0,5.351503849029541,0.0,0.25490057468414307,1.5693936347961426,1.0406378507614136,0.0,0.6131430864334106,0.0,3.1516926288604736,0.0,0.0
0.4710211157798767,0.0,0.5501627326011658,0.0,0.0,0.36046576499938965,6.1603312492370605,0.0,0.0,0.0,3.7736475467681885,0.1546737551689148,0.0,0.0,0.16797664761543274,3.499622106552124,0.32197195291519165,0.0,0.0,2.4264585971832275,3.345571994781494,0.0,0.0,0.0,4.072524547576904,0.0,0.0,2.4283175468444824,1.3365893363952637,0.0,2.64316987991333,0.44202569127082825,0.0,0.0,5.03002405166626,2.5525622367858887,0.0,0.0,0.0,0.8787634372711182,1.414414644241333,1.3858423233032227,0.0,0.0,0.0,0.0,0.0,0.713233470916748,1.157004475593567,0.0,2.544649362564087,0.0,2.805271625518799,0.0,0.0,2.192413330078125,0.0,0.0,0.0,1.3997082710266113,3.7532570362091064,3.5630762577056885,0.0,1.1631008386611938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5318526029586792,0.0,0.0,0.0,0.29163965582847595,0.0,0.0,1.6374146938323975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5087409019470215,0.0,0.0,0.0,3.1700375080108643,0.12888380885124207,1.1092462539672852,0.0,0.0,1.2968580722808838,0.0,1.3436996936798096,0.0,2.258646011352539,0.0,0.0,0.0,0.0,2.047762393951416,0.5686683058738708,0.5576083064079285,0.0,1.6708580255508423,0.8371361494064331,1.346623420715332,0.0,1.2870078086853027,0.0,0.2755725383758545,0.0,0.0,5.3522419929504395,0.0,0.26935625076293945,1.319486141204834,0.5652867555618286,0.0,0.05039125680923462,0.0,3.351038932800293,0.0,0.0
0.4676070809364319,0.0,1.0793135166168213,0.0,0.0,0.9819731116294861,6.02895975112915,0.0,0.0,0.0,3.732602119445801,0.5215272307395935,0.0,0.0,0.0,3.184429407119751,0.0,0.0,0.0,2.6570847034454346,3.5598442554473877,0.0,0.0,0.0963369756937027,3.8264689445495605,0.0,0.0,2.409419059753418,1.257845401763916,0.0,2.370858907699585,0.3660321831703186,0.0,0.0,4.781753063201904,2.600053071975708,0.11233155429363251,0.0,0.0,0.9434803128242493,1.3382433652877808,1.6664073467254639,0.0,0.0,0.0,0.0,0.0,0.6548413634300232,0.42597880959510803,0.0,2.4360263347625732,0.0,2.6924588680267334,0.0,0.0,2.2998626232147217,0.0,0.0,0.0,1.0653680562973022,3.173463821411133,3.9238429069519043,0.0,1.0277825593948364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5073696374893188,0.0,0.0,0.0,0.4986129701137543,0.0,0.0,1.6256682872772217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0299417972564697,0.5375738143920898,1.5403541326522827,0.0,0.0,1.2086976766586304,0.0,1.5542963743209839,0.0,2.1927149295806885,0.0,0.0,0.0,0.0,2.245882272720337,0.5076638460159302,0.28178542852401733,0.0,1.5673993825912476,0.6008891463279724,1.7185701131820679,0.0,1.5219296216964722,0.0,0.6178141832351685,0.0,0.0,5.429043769836426,0.0,0.29887938499450684,1.1845777034759521,0.13347743451595306,0.0,0.28779372572898865,0.0,3.1504321098327637,0.0,0.0
0.0,0.0,0.3098364472389221,0.0,0.0,0.0,6.640823841094971,1.1043076515197754,1.460470199584961,0.0,3.6191606521606445,0.5426839590072632,0.0,0.0,0.0,5.190855503082275,0.0,1.3053947687149048,0.0,4.558067798614502,1.3729898929595947,0.0,0.0,0.0,0.9283204078674316,0.0,0.0,2.3911774158477783,0.8488040566444397,0.0,1.980392575263977,3.2167842388153076,0.0,0.0,1.8106842041015625,2.81331205368042,0.0,0.3113517165184021,0.0,2.669801712036133,4.741026878356934,0.0,0.0,2.1593868732452393,0.0,0.0,1.227950096130371,6.1504106521606445,1.1398037672042847,0.0,2.409790515899658,1.0534560680389404,1.19972825050354,0.0,0.0,0.267470121383667,0.0,0.0,0.0,0.0,3.4502129554748535,0.5797719955444336,0.0,1.4027503728866577,0.0,0.0,0.0,0.0,0.30069658160209656,0.0,0.0,0.0,0.39399415254592896,0.0,1.6181190013885498,0.0,0.0,4.359981536865234,0.0,0.012151926755905151,1.2770800590515137,0.0,2.4669570922851562,0.0,0.24524417519569397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38233786821365356,0.0,0.0,0.0,2.4444594383239746,0.32216572761535645,1.8657896518707275,0.0,0.0,4.104301452636719,0.0,3.6940207481384277,1.7712730169296265,2.0390634536743164,2.557075262069702,1.6405965089797974,2.702249765396118,0.16971781849861145,0.0,0.4789651930332184,0.9001492261886597,0.0,6.9404168128967285,0.0,2.472791910171509,1.0392735004425049,1.1900240182876587,0.0,1.4547947645187378,0.30059653520584106,5.539096355438232,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.300327777862549,0.0,1.2304929494857788,0.0,3.0874876976013184,1.6896710395812988,0.0,0.0,0.0,5.591391563415527,0.0,1.4388618469238281,0.0,4.119384288787842,0.9140968322753906,0.0,0.0,0.0,2.579028606414795,0.0,0.0,1.8008431196212769,0.18322427570819855,0.0,0.8189934492111206,3.9070966243743896,0.0,0.0,2.666644334793091,0.5875751972198486,0.0,0.0,0.0,2.8126118183135986,2.915431499481201,0.0,0.0,2.03167462348938,0.0,0.0,0.19949418306350708,4.103372573852539,1.8531384468078613,0.0,1.637436032295227,0.0,0.8498222231864929,0.0,0.0,2.8271751403808594,0.0,0.0,0.23223993182182312,0.0,4.567972183227539,1.3977020978927612,0.0,2.2307968139648438,0.0,0.0,0.0,0.0,2.3343405723571777,0.0,0.0,0.0,1.3594399690628052,0.0,0.16752809286117554,0.0,0.0,2.11144757270813,0.0,0.0,1.7302900552749634,0.0,1.3650051355361938,0.12722700834274292,1.3686935901641846,0.0,0.0,0.0,0.0,0.24925830960273743,0.0,0.3661419153213501,0.0,1.631441593170166,0.0,0.0,0.9741916656494141,0.0,0.0,0.0,2.7232248783111572,0.4079088866710663,0.8615172505378723,0.0,0.0,4.6113152503967285,1.1821672916412354,1.0227015018463135,1.0628241300582886,1.930838942527771,2.905588150024414,1.0848358869552612,0.6905897259712219,0.9285415410995483,0.0,0.8444401025772095,0.0,0.4858391284942627,6.770610332489014,0.0,1.8965973854064941,0.6221347451210022,0.628750205039978,0.0,1.2477751970291138,0.0,4.6051530838012695,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.993627548217773,1.32181715965271,1.3086379766464233,0.0,3.3600404262542725,0.6655582189559937,0.0,0.0,0.0,5.407708644866943,0.0,0.5027973055839539,0.0,4.278818130493164,1.5325288772583008,0.0,0.0,0.0,2.1294119358062744,0.0,0.02668154239654541,2.194746494293213,0.0,0.0,2.1929309368133545,3.436077117919922,0.0,0.0,1.9381545782089233,2.5331852436065674,0.0,0.0,0.0,2.7041244506835938,4.272988319396973,0.0,0.0,2.0105397701263428,0.0,0.0,1.178403615951538,5.351820468902588,0.8887418508529663,0.0,1.8606507778167725,0.02360127866268158,0.9033101797103882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4253687858581543,0.4755890965461731,0.0,1.7841228246688843,0.0,0.0,0.0,0.0,1.1029025316238403,0.0,0.0,0.0,0.7792162895202637,0.0,1.1694802045822144,0.0,0.0,4.334437847137451,0.0,0.0,1.3334020376205444,0.0,2.2601354122161865,0.0,0.1243724524974823,0.0,0.0,0.0,0.0,0.0,0.6064234972000122,0.0,0.0,0.35962873697280884,0.0,0.0,0.6444342136383057,0.0,0.0,0.0,2.3913323879241943,0.8248387575149536,2.0943214893341064,0.0,0.0,4.80394172668457,0.0,2.654259204864502,1.745880126953125,1.7530062198638916,3.0277223587036133,1.3992455005645752,2.0792236328125,0.8925864100456238,0.0,0.5475994348526001,0.0,0.0,6.599173545837402,0.0,2.2065255641937256,0.23499780893325806,1.227997064590454,0.0,1.9874629974365234,0.36870354413986206,5.273871421813965,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.002871990203857,0.7857356667518616,0.41811978816986084,0.0,2.9396185874938965,0.770398736000061,0.0,0.0,0.0,4.539029121398926,0.0,1.203812599182129,0.0,3.908763885498047,0.33340704441070557,0.0,0.0,0.0,0.9796209931373596,0.0,0.0,1.6180665493011475,0.21631194651126862,0.0,1.1096112728118896,3.6769521236419678,0.0,0.0,3.323894500732422,0.7220642566680908,0.0,0.0,0.0,2.207760810852051,3.6674129962921143,0.0,0.0,1.0287798643112183,0.0,0.0,0.24828045070171356,3.6227972507476807,0.6524791717529297,0.0,1.096105933189392,0.0,1.3851187229156494,0.0,0.0,2.9845967292785645,0.0,0.0,0.4738624393939972,0.3466825485229492,5.286479473114014,1.031286597251892,0.0,2.335477828979492,0.0,0.0,0.0,0.0,2.9705302715301514,0.0,0.0,0.0,2.37947416305542,0.0,0.0,0.0,0.39786309003829956,2.3802506923675537,0.0,0.0,2.583742141723633,0.0,1.4775638580322266,0.0,0.8583971261978149,0.0,0.0,0.0,0.0,0.5671272873878479,0.0,0.41608157753944397,0.0,0.5771108269691467,0.0,0.0,1.3989585638046265,0.0,0.19315537810325623,0.0,3.1765029430389404,0.5921194553375244,0.5570969581604004,0.0,0.0,4.120518207550049,0.0,2.0604004859924316,0.23972491919994354,2.320676565170288,2.1940770149230957,1.7715675830841064,0.0,0.4754687547683716,0.0,0.5098521113395691,0.0,0.4017157554626465,7.196407318115234,0.0,1.6001654863357544,0.7399915456771851,1.0336148738861084,0.0,1.596071481704712,0.0,4.000394344329834,0.0,0.0
0.0,0.0,0.02091279625892639,0.0,0.0,0.0,6.994990825653076,0.0,1.1075743436813354,0.0,4.008213520050049,0.32256513833999634,0.0,0.0,0.0,5.20875883102417,0.0,0.908616304397583,0.0,3.8876826763153076,1.145424485206604,0.0,0.0,0.0,2.0137369632720947,0.0,0.0,1.4347119331359863,0.7505279779434204,0.0,1.0082873106002808,3.3573625087738037,0.0,0.0,2.38826060295105,1.1838226318359375,0.0,0.0,0.0,3.199183464050293,3.832489252090454,0.0,0.0,2.577251672744751,0.0,0.0,1.4432138204574585,5.009497165679932,2.1088240146636963,0.0,1.6031218767166138,0.0,0.0,0.0,0.0,1.0931243896484375,0.0,0.0,0.0,0.5536286234855652,3.344797372817993,1.0657989978790283,0.0,2.6195576190948486,0.0,0.0,0.0,0.0,1.535375952720642,0.0,0.0,0.0,1.1052465438842773,0.0,0.0,0.0,0.0,3.1029043197631836,0.0,0.0,1.9843206405639648,0.0,1.7735788822174072,0.5425847768783569,0.8677517175674438,0.0,0.0,0.0,0.0,0.0,0.0,0.39767396450042725,0.0,0.6794224977493286,0.0,0.0,0.7647055387496948,0.0,0.06857359409332275,0.0,2.6184539794921875,0.0,1.3029301166534424,0.0,0.0,4.321180820465088,0.0,1.3685307502746582,1.4896597862243652,1.2629826068878174,2.5989067554473877,1.494989275932312,2.653735399246216,0.791195273399353,0.0,0.8802495002746582,0.0,0.9245519638061523,6.379680156707764,0.0,1.582883358001709,0.9789949059486389,0.7258046865463257,0.0,1.8615047931671143,0.7565704584121704,4.575484275817871,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.998980522155762,1.1782057285308838,1.1722946166992188,0.0,3.3871829509735107,0.8258975148200989,0.0,0.0,0.0,5.599483013153076,0.0,0.12397903203964233,0.0,4.435471534729004,1.6462981700897217,0.0,0.0,0.0,1.8962939977645874,0.0,0.0,2.308994770050049,0.0,0.0,1.8281059265136719,3.358006715774536,0.0,0.0,2.1496846675872803,2.1925811767578125,0.0,0.0,0.0,2.640808582305908,4.290024757385254,0.0,0.0,2.0382957458496094,0.0,0.0,1.0903139114379883,5.380265235900879,1.3266606330871582,0.0,1.628361701965332,0.31602737307548523,0.8258641362190247,0.0,0.0,0.581226646900177,0.0,0.0,0.0,0.0,3.7582757472991943,0.11953988671302795,0.0,2.114631414413452,0.0,0.0,0.0,0.0,1.5754035711288452,0.0,0.0,0.0,1.02095627784729,0.0,0.6757596731185913,0.0,0.0,4.0278401374816895,0.0,0.0,1.4106076955795288,0.0,2.2044334411621094,0.0,0.3308544158935547,0.0,0.0,0.0,0.0,0.0,0.6632640361785889,0.0,0.0,0.3242356777191162,0.0,0.0,0.5740337371826172,0.0,0.0,0.0,2.40799617767334,0.6291171908378601,1.9165775775909424,0.0,0.0,5.271273612976074,0.0,2.374305248260498,1.3892536163330078,1.5915555953979492,3.3791418075561523,1.6784563064575195,2.233259916305542,0.8349135518074036,0.0,0.8707436323165894,0.0,0.2350825071334839,6.564574241638184,0.0,2.645577907562256,0.02289605140686035,1.190906047821045,0.0,1.6929594278335571,0.3431117832660675,5.165248870849609,0.0,0.0
0.5017002820968628,0.0,0.0,0.0,0.0,0.0,6.108614921569824,0.0,0.30865269899368286,0.0,3.8175301551818848,0.0,0.0,0.0,0.0,3.723986864089966,0.0,1.0427701473236084,0.0,2.132850408554077,2.440819263458252,0.0,0.011926814913749695,0.0,0.16179338097572327,0.0,0.0,1.7135882377624512,1.1097729206085205,0.0,0.6374010443687439,3.0544934272766113,0.0,0.0,3.5388519763946533,1.1328082084655762,0.0,0.0,0.0,1.8011209964752197,3.275473117828369,0.09412990510463715,0.0,0.8062890768051147,0.0,0.0,1.6217384338378906,3.6531825065612793,2.2972867488861084,0.0,2.214986562728882,0.0,0.6382648944854736,0.0,0.0,1.9320125579833984,0.0,0.0,0.320602685213089,1.4403446912765503,4.359592914581299,0.7037011981010437,0.0,2.389010429382324,0.0,0.0,0.0,0.0,0.4960907995700836,0.0,0.0,0.0,1.7312852144241333,0.0,0.23763471841812134,0.0,0.20303545892238617,3.3507239818573,0.0,0.0,2.27571177482605,0.0,2.844188690185547,1.0874757766723633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9039902091026306,0.0,0.545143723487854,0.0,0.0,0.0,0.0,0.6888856887817383,0.0,2.0911765098571777,0.0,0.293692409992218,0.0,0.0,4.06975793838501,0.5759499669075012,0.5874959230422974,0.0,0.0,1.0401957035064697,2.0510435104370117,1.0148204565048218,0.049953341484069824,0.0,0.0,0.0,0.4966898560523987,5.736987113952637,0.0,1.0911096334457397,0.6620323061943054,2.3557732105255127,0.0,0.8238498568534851,2.237438917160034,4.1348161697387695,0.6508545875549316,0.0
